,0,1
77,-4.506489,-42.48143
78,9.781315,33.257057
79,24.580875,-18.556383
80,-15.955131,0.17286433
81,9.245292,35.77454
82,-13.897161,8.454299
83,-20.829601,8.088131
84,5.348797,27.78433
85,8.423743,31.078747
86,-16.470585,-1.2550864
87,-8.924511,12.259878
88,-10.829515,-42.356033
89,-3.297273,-0.7621517
90,8.181477,32.66379
91,5.171937,33.10132
92,-10.174174,5.7335806
93,-2.5713153,12.669793
94,-16.656458,7.1670084
95,8.102093,34.458515
96,24.627285,-19.907978
97,-16.195984,8.783406
98,12.295369,33.46058
99,-7.48173,5.6788535
100,-13.541552,10.574179
101,-12.484616,-39.456165
102,-13.057036,1.9998835
103,-14.837995,-37.93148
104,8.670259,-1.2761858
105,-9.11908,-39.71153
106,12.173997,-7.897349
107,25.156883,-14.821795
108,15.043222,-5.5867805
109,9.822053,3.6034102
110,3.9250536,27.48778
111,-14.200394,3.6476614
112,14.31251,-2.6865127
113,9.415387,31.54537
114,-13.200734,0.19940588
115,-12.845578,-37.50201
116,-7.7387295,-34.945908
117,-10.997012,-38.015625
118,-16.840801,5.7756524
119,-13.999094,1.438221
120,19.819775,-1.4983896
121,-7.786254,-36.15636
122,9.812907,-0.41710308
123,-12.397532,11.872235
124,9.588205,32.8218
125,7.934398,29.232708
126,8.16159,30.828224
127,-15.662896,8.857631
128,-10.365705,-40.59721
129,1.3533741,1.1056985
130,27.14275,-16.019041
131,-1.6497929,0.38010466
132,25.595398,-20.953136
133,-6.0106225,3.7605047
134,-18.926935,1.2847522
135,-12.041595,-34.74828
136,17.727114,0.048937846
137,-17.2651,-0.69021875
138,-5.238105,-40.35171
139,26.719648,-19.205276
140,-14.68886,3.4727368
141,7.8544254,36.128056
142,-14.338389,5.3762617
143,-4.004686,-36.569317
144,16.86499,0.8689661
145,22.85593,-18.92757
146,7.5034513,26.998549
147,-13.785906,2.494402
148,10.79439,-1.5232247
149,10.794371,-4.1918993
150,15.598602,-2.3720798
151,18.475267,-5.4831347
152,-16.291626,8.935348
153,-17.141071,1.8121134
154,17.23239,-0.8631507
155,-8.909148,4.969809
156,-22.256842,4.9848943
157,13.788412,37.426323
158,7.3617754,28.556772
159,14.095966,2.3206732
160,4.51435,27.228155
161,15.298328,3.6394162
162,-11.439769,-37.30186
163,-8.132158,10.02289
164,6.9199357,32.527107
165,18.27268,-1.3510561
166,21.746525,-18.011417
167,-8.991578,-42.86044
168,9.216575,-3.7033865
169,-19.77039,5.144388
170,-6.8311534,-39.090725
171,12.677744,4.2535133
172,-19.751675,2.699476
173,9.853434,-0.9384415
174,-12.574732,6.552824
175,-5.0597496,11.68867
176,-9.949136,9.788859
177,7.2772894,29.443127
178,-10.958293,8.825091
179,-9.779884,-38.578346
180,26.02959,-19.401525
181,-6.5393443,-38.95145
182,-11.424046,2.521914
183,9.731313,27.764376
184,8.189173,37.243095
185,10.883162,29.140913
186,9.84523,-1.0565785
187,15.714203,-1.2719921
188,-9.776022,-0.96927273
189,21.264046,-10.651967
190,12.016548,2.8855052
191,-6.3072786,-36.09636
192,11.237338,0.7854387
193,12.98951,35.89338
194,12.327349,1.9977878
195,-10.207131,6.3513145
196,-2.470247,13.049985
197,-18.614359,4.4919786
198,14.837146,-7.4000297
199,15.33002,0.9114599
200,-10.527966,4.1914825
201,-13.7477045,-38.928223
202,-10.025047,-37.01639
203,-4.609913,-38.673534
204,-8.402001,-35.603626
205,11.102791,36.578556
206,-1.4883629,12.188896
207,7.877565,35.032013
208,-7.463564,3.9766881
209,15.123467,-0.1864956
210,14.778776,-5.1121297
211,-9.861309,1.0265555
212,9.659902,37.86953
213,-11.161206,12.979151
214,6.3034625,30.686722
215,-9.736802,4.3576174
216,-20.03065,11.970881
217,-12.257584,2.2026548
218,16.471485,1.3668253
219,-11.569326,9.692759
220,-13.278226,-36.484665
221,15.780056,0.39101794
222,-10.838773,-36.8256
223,-10.449213,-36.334892
224,15.703636,-1.4865369
225,-12.031824,4.192156
226,-10.207917,-37.428024
227,6.859636,34.437065
228,-12.746087,5.6046176
229,16.154829,-2.0906413
230,10.996544,1.433413
231,10.871145,37.223248
232,21.722107,-18.226843
233,-2.637343,13.615577
234,-11.660691,-37.774986
235,9.668367,27.723747
236,-5.294242,-37.11786
237,25.216642,-17.30241
238,-4.503278,2.7582855
239,-11.174663,-40.31822
240,-13.806592,-37.11647
241,19.378553,-3.1910052
242,8.397512,32.41217
243,10.889366,26.06666
244,15.101289,3.3734555
245,9.189116,0.2842118
246,-12.259016,-36.147255
247,-8.041589,5.4928107
248,-4.189631,-2.5633478
249,22.09856,-16.778042
250,-5.446909,-0.90104353
251,5.6682825,33.714226
252,23.073296,-13.83002
253,-8.734239,8.220162
254,10.197562,34.20073
255,-11.6963215,-35.622387
256,4.6493196,26.228954
257,11.819221,35.068626
258,9.237233,32.23716
259,-13.979287,4.7766366
260,24.887331,-16.90282
261,27.92813,-16.165094
262,17.216309,-1.3308111
263,23.075506,-17.025352
264,26.63751,-17.026003
265,8.355216,36.57346
266,9.323196,-6.7371655
267,-5.7215014,0.5432615
268,-10.0277405,3.6627753
269,-7.064707,-33.78394
270,-9.462307,-41.785713
271,-13.551223,11.060802
272,26.028944,-19.799839
273,4.2275767,26.653994
274,-8.358365,-43.11206
275,9.055156,30.33887
276,-12.359176,-0.9899451
277,-20.4232,3.7187502
278,-9.088499,-37.06897
279,-18.123554,6.374221
280,-5.1933246,-2.3261817
281,-3.7253568,0.9239898
282,-2.2623794,14.1553
283,10.815651,-2.8809786
284,13.373483,-3.606732
285,-14.07998,7.412476
286,-12.530959,6.9476986
287,-11.05531,7.75334
288,-13.866858,-32.897095
289,-11.952526,-40.747513
290,-8.441677,-34.80667
291,-9.293152,-40.177837
292,-3.2255828,12.559871
293,-11.808718,0.46393308
294,-15.493878,9.37126
295,-14.7097645,-35.905552
296,-14.971335,6.765352
297,-14.200574,7.14541
298,15.943949,-3.9442246
299,11.003758,31.039415
300,-7.1258783,9.935625
301,-13.185595,7.097087
302,27.558771,-18.15989
303,16.974953,-2.8007753
304,5.4309015,30.82632
305,-20.565691,6.2884645
306,-17.655354,3.031799
307,-10.515057,1.7858824
308,26.669039,-21.289537
309,-6.058349,8.710399
310,11.858634,33.710552
311,-13.060577,3.8631306
312,21.675972,-16.949757
313,8.069984,-0.32656908
314,15.044709,-6.965551
315,8.260442,33.8399
316,-8.964753,-39.77393
317,-7.7552266,12.35778
318,-9.235279,-43.6824
319,-10.161807,-41.52077
320,-9.232489,-3.7113984
321,25.510302,-16.513653
322,-13.585539,-31.831604
323,-19.257418,5.880043
324,-15.441905,7.8107333
325,-2.0451794,-2.1520505
326,-4.1226826,-3.5207849
327,-9.454442,-41.968193
328,-14.82383,0.61824477
329,-13.867073,9.594407
330,7.4529715,33.95519
331,-2.521998,-1.2329446
332,-12.892238,-39.996296
333,-10.3489895,0.71531445
334,16.442064,-0.47506088
335,4.731665,35.552147
336,-13.068613,-32.22962
337,-18.108997,1.8191588
338,11.92373,28.069437
339,28.626232,-18.641586
340,-6.7652726,8.649629
341,-9.922544,7.8705606
342,-19.0135,-0.9888217
343,16.460842,-4.020363
344,17.178782,-8.325553
345,16.022022,0.43127534
346,-15.7351265,2.8120914
347,-8.401508,4.247612
348,5.6859336,30.545656
349,12.49764,-2.6772914
350,-19.179922,7.370811
351,-8.20757,-34.95115
352,-16.652426,1.6242405
353,25.676424,-18.490717
354,23.167759,-15.301525
355,18.596869,-3.802414
356,-12.825065,8.836096
357,-12.312535,-36.749893
358,-20.589148,9.498116
359,-15.7053585,-0.08000642
360,-5.8632655,7.657424
361,24.486511,-19.526731
362,14.359935,1.4352443
363,23.69726,-16.953047
364,-12.913377,-31.590136
365,7.419359,30.419119
366,-9.500866,-38.263493
367,-5.3761086,6.208019
368,-13.057825,4.6625786
369,-12.967965,-38.149673
370,-4.3261275,-2.2353642
371,26.023083,-19.464403
372,7.6788874,32.66169
373,18.957485,-4.8059964
374,5.973932,33.64629
375,-2.7774618,12.43174
376,-7.626154,-37.78914
377,10.296673,37.60855
378,-12.867916,1.4247788
379,25.43406,-19.23851
380,-7.8101883,-36.648365
381,-8.220548,-42.681953
382,26.120712,-18.524046
383,22.5746,-20.221663
384,5.526982,29.57209
385,-19.604113,3.2089636
386,-3.7310715,12.992414
387,26.248615,-15.534166
388,-11.532084,-33.714363
389,-0.9904126,8.765196
390,7.734325,30.130154
391,-3.1667824,1.5543945
392,-20.335388,2.2172027
393,-16.395464,2.6902595
394,14.587759,3.7971723
395,16.658836,-2.1357772
396,-10.025996,-32.906487
397,17.895365,0.06799352
398,-3.5318425,-2.8635035
399,-6.824044,-35.428486
400,28.268967,-19.781841
401,11.955515,36.729065
402,-18.610159,-0.42733154
403,12.132637,-5.597105
404,10.106856,31.866182
405,-7.358072,10.8726225
406,-1.9436263,10.384715
407,-15.048551,7.0415893
408,11.896029,-2.280164
409,-17.271446,7.5328007
410,-2.772181,1.7051207
411,7.643206,28.202887
412,-8.582685,2.7884734
413,7.6877394,32.81484
414,24.796522,-17.463123
415,-16.862648,4.359635
416,8.184187,-2.0227387
417,-17.750113,-2.2289846
418,-1.4993281,-1.5248669
419,14.594075,-1.7586113
420,-15.669909,1.7938979
421,-9.155908,3.4007263
422,-19.490318,5.97748
423,-13.495527,-35.075977
424,16.283352,2.4724061
425,12.873329,33.112957
426,-18.303192,-0.26947075
427,9.135791,31.736155
428,-7.901508,-42.194
429,-6.5221496,13.683212
430,-12.323307,-36.67842
431,24.324242,-21.23907
432,-21.613913,3.151436
433,9.517273,34.559998
434,18.62675,-1.258039
435,-8.451729,-38.3695
436,-19.973936,-0.045773692
437,-8.518589,1.2220078
438,-3.4955342,-40.56051
439,-9.96854,-0.4794296
440,16.859074,0.757783
441,-3.5768893,6.070981
442,-4.10887,-0.6691249
443,9.949108,39.053715
444,23.65776,-20.752321
445,-9.487802,12.620069
446,-6.678073,-43.435627
447,18.92115,1.7641475
448,4.2598653,27.460289
449,-5.5351467,4.5210695
450,13.335583,30.136024
451,-16.461891,6.462686
452,-15.085613,6.726422
453,-5.121263,-3.9296272
454,-17.372427,6.2799883
455,-6.4599447,-40.09453
456,16.246704,3.4140854
457,-7.017642,8.751124
458,-11.027547,-34.886932
459,-13.714126,3.209788
460,-18.150509,3.516937
461,18.093287,-5.803659
462,16.746761,-0.8996478
463,-4.407281,-36.683342
464,25.5299,-15.825793
465,8.929414,34.098206
466,27.683733,-17.373795
467,-8.347922,12.171562
468,-10.17874,-35.14443
469,-10.72461,-39.326164
470,-7.0230203,11.918449
471,8.295613,30.26014
472,-10.84414,-38.496098
473,23.764143,-14.569217
474,11.996901,-1.194517
475,10.458666,-6.3523035
476,-21.912115,2.444107
477,8.93756,33.192013
478,10.268349,35.06823
479,-4.697967,1.3200372
480,13.25804,34.637424
481,11.449272,-0.7463117
482,-8.346601,-33.824337
483,14.296489,33.48743
484,-15.353247,13.884268
485,10.13493,0.17372857
486,12.950346,36.414196
487,13.329246,0.8429072
488,-12.765472,3.202321
489,-10.108782,-0.23885165
490,23.20003,-17.83701
491,14.269034,-0.5792755
492,-10.10588,-40.53399
493,26.407413,-18.245564
494,14.392583,0.8599613
495,-8.335552,10.566959
496,6.103116,33.304253
497,-4.059282,7.912374
498,-8.795065,6.8194604
499,11.01758,33.10044
500,-15.023499,4.7953706
501,27.859104,-18.884865
502,-11.48971,2.3849967
503,21.614386,-18.736357
504,-8.366938,-36.173004
505,-18.343859,10.378401
506,-15.854687,6.631056
507,19.003717,-5.6071277
508,9.264591,-2.1430638
509,17.179714,-1.057643
510,21.840672,-15.799487
511,-7.912115,-38.66482
512,16.215097,-1.5080824
513,13.443693,0.7094283
514,-19.148493,8.060992
515,-14.254655,5.477424
516,-7.229517,-27.902948
517,12.699806,32.87341
518,11.917418,1.0052115
519,12.408904,32.799526
520,-13.05457,10.063744
521,-10.127763,-33.389206
522,-13.864114,12.172534
523,-4.2193933,-39.476574
524,-7.3942757,-42.949116
525,6.8222284,27.662968
526,9.927308,33.379208
527,12.439225,-0.587973
528,-8.158158,13.986902
529,-12.770115,-31.28907
530,22.562025,-20.22467
531,25.613186,-17.660137
532,-14.486732,-1.6326448
533,-11.164521,-35.98593
534,-8.662055,-37.665455
535,-13.878733,6.1557264
536,-6.9028897,5.552693
537,11.753755,31.443932
538,-5.4475555,-34.85971
539,25.03912,-15.939341
540,-6.5721965,7.456334
541,-4.4043303,-0.14763439
542,22.064571,-16.699833
543,11.130615,-3.7891502
544,-12.786536,5.2347417
545,-8.612198,6.6248927
546,-17.485613,10.650996
547,-11.857944,-35.69054
548,11.200717,36.01488
549,16.749962,4.8653746
550,13.5063715,-1.3618643
551,-10.917678,12.135433
552,-13.602048,-36.04496
553,27.103271,-18.308392
554,-6.314194,-36.115498
555,-11.703465,-37.016796
556,-9.337813,10.25962
557,8.551392,28.378645
558,15.078879,-6.7641525
559,-8.554748,-41.075035
560,-12.6152315,-2.6573381
561,27.346462,-19.67098
562,14.329928,-5.860025
563,15.158444,3.4751792
564,15.003074,-1.2318083
565,10.746541,32.797283
566,14.778744,-7.6704664
567,-12.74741,-35.12438
568,-18.05056,7.22009
569,-9.606954,6.40563
570,27.00395,-18.47485
571,7.0141587,30.057686
572,-2.2067034,-2.8957958
573,-10.373483,4.565462
574,-7.08292,0.0030870608
575,-9.615861,-37.804985
576,14.504916,0.38600025
577,14.679939,-8.152011
578,-5.1767673,4.8896127
579,8.698681,33.47365
580,13.925586,0.35642985
581,12.98748,-2.9964926
582,-18.011099,9.07339
583,-10.070832,-35.995148
584,9.225895,37.006004
585,25.569311,-20.09596
586,15.063544,-7.2698503
587,11.185275,33.698753
588,21.765265,-17.575403
589,13.95876,5.5441265
590,24.978876,-20.147633
591,-5.843736,-35.94236
592,-4.2218184,-40.267246
593,-3.0887575,-2.9456728
594,-15.677545,10.180788
595,-12.601248,-35.221317
596,-4.709683,-41.72261
597,26.026829,-16.610474
598,-9.939137,1.7129459
599,16.721449,-4.9283085
600,9.2118025,38.45236
601,4.724357,33.809345
602,-9.162933,-37.53537
603,-17.33616,9.962817
604,10.844314,-0.6235115
605,-4.102419,-3.0685391
606,-7.8411207,7.002824
607,24.262917,-17.582563
608,-7.878397,9.088818
609,4.2035103,28.677557
610,8.320801,31.427195
611,-3.309347,-1.8136724
612,-16.046968,5.829983
613,24.34138,-21.350935
614,-19.295368,8.842183
615,-5.4397955,-39.73402
616,-3.7611887,-1.3652092
617,-5.563641,7.098573
618,23.39188,-15.475156
619,-15.389362,13.850147
620,10.154485,29.744663
621,-7.0484943,10.786299
622,-2.7312295,-2.513072
623,-5.0764265,-43.45047
624,4.3208175,32.457138
625,18.911331,-6.772898
626,-11.868329,5.68269
627,-17.955748,0.25686228
628,-12.985674,-31.86758
629,-2.9282417,-1.5235591
630,-16.000406,7.8192797
631,-11.456067,6.5924287
632,-11.589879,4.23035
633,-3.3099642,14.353898
634,23.66404,-17.229843
635,13.926995,3.07961
636,13.086348,2.0440454
637,-2.299933,4.4492583
638,-14.560282,2.4556863
639,-2.0290403,-1.9947327
640,8.613739,30.626455
641,-5.641394,-1.3521004
642,-18.436232,-0.8524159
643,-11.464427,-37.789104
644,11.25821,-2.933121
645,17.85676,1.4559044
646,-11.543999,-39.356483
647,-11.162202,-35.594612
648,14.441117,-1.1310455
649,-5.1072454,-41.104084
650,26.253204,-19.324366
651,-9.045533,7.709356
652,25.566902,-22.019241
653,-10.289709,-38.884453
654,-18.414474,10.494994
655,-16.51026,3.6208017
656,9.70388,30.838392
657,11.628433,32.80111
658,6.555347,35.535107
659,14.99582,0.26186162
660,5.276538,31.763906
661,10.997206,35.919907
662,27.43459,-20.431929
663,-20.866955,10.021549
664,-11.903012,4.695199
665,25.659235,-17.171692
666,9.404502,-6.7082543
667,-5.288043,-38.17355
668,-13.726277,4.291812
669,-5.3340635,-35.867638
670,24.533995,-19.156599
671,-11.8182745,5.6155624
672,-20.339636,6.340565
673,-6.742131,13.542876
674,12.328119,34.496536
675,13.777788,2.3343728
676,-6.310099,-38.01589
677,-14.427862,5.7813964
678,13.453573,36.655952
679,-3.454842,-37.8536
680,6.1377254,32.040115
681,-12.561161,8.110527
682,14.844357,-7.66152
683,-5.6419606,-40.07846
684,8.771095,32.51864
685,13.6345415,3.34579
686,10.026753,32.487213
687,8.719237,27.914152
688,-1.5793442,10.8420925
689,-9.579498,-43.469925
690,7.388177,36.00009
691,14.884168,-4.637563
692,22.734066,-18.321657
693,23.773005,-16.077919
694,-21.922361,5.4989805
695,-8.951518,8.411647
696,-15.564123,4.957786
697,12.338261,-3.4040682
698,-6.7266307,-38.484264
699,-6.457408,-42.280598
700,-7.688571,-40.082928
701,-15.245606,10.965224
702,9.969713,3.6037467
703,-12.601109,-38.882656
704,10.818833,32.111004
705,-11.5009165,6.6046033
706,14.351576,0.86179465
707,3.706698,31.527172
708,-13.6959305,4.7990556
709,8.092997,37.37671
710,-19.20923,1.1432095
711,-5.2616105,-41.555264
712,-2.665915,-0.9807901
713,23.03473,-13.764924
714,9.95458,31.922363
715,10.313725,29.455612
716,-10.227615,-38.26083
717,11.025177,30.222054
718,-4.119484,-41.729343
719,-17.8462,3.1289947
720,14.872317,2.0309982
721,15.320516,-1.7300185
722,-8.533101,1.2561393
723,-3.6244361,11.284827
724,-6.847507,-36.818512
725,-13.49523,5.684378
726,-6.1604652,10.641635
727,-11.749579,3.680875
728,-6.531392,5.4907074
729,-9.645048,-42.529736
730,-6.005875,-42.59581
731,9.625099,29.71286
732,26.340357,-16.826046
733,-11.825333,-36.815388
734,-1.9129546,3.1206112
735,-2.8072743,12.173581
736,-4.3075433,-39.02103
737,-15.964421,0.8966392
738,13.935612,-1.6888313
739,-10.661843,0.54640764
740,-10.943927,10.664832
741,12.357693,33.83895
742,-2.6253872,11.807917
743,8.866573,35.05057
744,-8.300487,11.185715
745,26.585814,-20.051094
746,-9.635118,8.744807
747,-17.129845,-1.9923156
748,-6.3324423,-34.611996
749,9.379688,-1.299103
750,-14.097286,-0.2497688
751,-4.2748637,-0.5902442
752,11.137396,34.904404
753,-17.905016,5.3330903
754,6.487781,28.924421
755,21.625696,-15.084385
756,-17.381464,8.296419
757,-7.943217,13.474401
758,-13.875615,3.2238157
759,9.192167,1.5274869
760,-22.492107,4.796825
761,13.444301,-0.44471645
762,-9.563355,11.224581
763,17.430666,3.0491192
764,-4.220111,-34.82585
765,-11.237227,-36.461735
766,26.12795,-16.735725
767,23.709843,-15.785201
768,-19.547304,5.4176044
769,-11.544547,4.7909636
770,-15.214641,4.4608016
771,17.730846,-2.6408756
772,-10.799492,5.2048273
773,9.121254,0.28648838
774,-11.718556,-32.83918
775,-7.0812325,8.5594635
776,15.438819,-3.2887943
777,-10.84252,-42.913425
778,12.238788,-5.7166395
779,18.333315,-5.050828
780,17.44488,-2.887443
781,-9.889871,-35.254925
782,-10.733955,3.7576697
783,3.5579154,27.834955
784,-2.1840374,-0.6624633
785,-13.0532255,13.869692
786,-5.582055,-37.891663
787,-16.341202,7.878479
788,11.52094,37.045963
789,-8.620183,-31.970215
790,-15.658385,1.4701647
791,-18.785954,5.9112344
792,-21.404661,8.641162
793,-17.796068,11.376386
794,12.055893,35.08631
795,16.690058,3.0425458
796,-14.938532,8.140863
797,9.174356,-0.5179676
798,22.201982,-13.317844
799,7.012878,31.732162
800,12.510225,30.41438
